home_id,date,shift,staff_hours,required_hours,staff_cost
h044,2026-06-01,morning,114.26,115.2,1428.25
h044,2026-06-01,afternoon,99.98,100.8,1249.72
h044,2026-06-01,night,71.41,72.0,892.66
h045,2026-06-01,morning,125.86,112.8,1573.22
h045,2026-06-01,afternoon,110.13,98.7,1376.56
h045,2026-06-01,night,78.66,70.5,983.26
h046,2026-06-01,morning,90.92,96.0,1136.56
h046,2026-06-01,afternoon,79.56,84.0,994.49
h046,2026-06-01,night,56.83,60.0,710.35
h047,2026-06-01,morning,65.04,74.4,812.97
h047,2026-06-01,afternoon,56.91,65.1,711.35
h047,2026-06-01,night,40.65,46.5,508.11
h048,2026-06-01,morning,76.93,84.0,961.59
h048,2026-06-01,afternoon,67.31,73.5,841.39
h048,2026-06-01,night,48.08,52.5,600.99
h049,2026-06-01,morning,126.95,117.6,1586.93
h049,2026-06-01,afternoon,111.09,102.9,1388.56
h049,2026-06-01,night,79.35,73.5,991.83
h050,2026-06-01,morning,90.61,88.8,1132.62
h050,2026-06-01,afternoon,79.28,77.7,991.04
h050,2026-06-01,night,56.63,55.5,707.89
h001,2026-06-02,morning,147.27,148.8,1840.82
h001,2026-06-02,afternoon,128.86,130.2,1610.72
h001,2026-06-02,night,92.04,93.0,1150.51
h002,2026-06-02,morning,64.46,67.2,805.79
h002,2026-06-02,afternoon,56.41,58.8,705.07
h002,2026-06-02,night,40.29,42.0,503.62
h003,2026-06-02,morning,84.77,81.6,1059.61
h003,2026-06-02,afternoon,74.17,71.4,927.15
h003,2026-06-02,night,52.98,51.0,662.25
h004,2026-06-02,morning,80.53,86.4,1006.64
h004,2026-06-02,afternoon,70.46,75.6,880.81
h004,2026-06-02,night,50.33,54.0,629.15
h005,2026-06-02,morning,93.43,91.2,1167.88
h005,2026-06-02,afternoon,81.75,79.8,1021.89
h005,2026-06-02,night,58.39,57.0,729.92
h006,2026-06-02,morning,135.58,144.0,1694.7
h006,2026-06-02,afternoon,118.63,126.0,1482.86
h006,2026-06-02,night,84.73,90.0,1059.19
h007,2026-06-02,morning,75.74,81.6,946.75
h007,2026-06-02,afternoon,66.27,71.4,828.41
h007,2026-06-02,night,47.34,51.0,591.72
h008,2026-06-02,morning,84.27,88.8,1053.39
h008,2026-06-02,afternoon,73.74,77.7,921.72
h008,2026-06-02,night,52.67,55.5,658.37
h009,2026-06-02,morning,97.77,100.8,1222.16
h009,2026-06-02,afternoon,85.55,88.2,1069.39
h009,2026-06-02,night,61.11,63.0,763.85
h010,2026-06-02,morning,88.45,88.8,1105.66
h010,2026-06-02,afternoon,77.4,77.7,967.46
h010,2026-06-02,night,55.28,55.5,691.04
h011,2026-06-02,morning,134.49,132.0,1681.08
h011,2026-06-02,afternoon,117.68,115.5,1470.95
h011,2026-06-02,night,84.05,82.5,1050.68
h012,2026-06-02,morning,59.21,84.0,740.18
h012,2026-06-02,afternoon,51.81,73.5,647.66
h012,2026-06-02,night,37.01,52.5,462.61
h013,2026-06-02,morning,103.27,110.4,1290.84
h013,2026-06-02,afternoon,90.36,96.6,1129.48
h013,2026-06-02,night,64.54,69.0,806.77
h014,2026-06-02,morning,118.57,122.4,1482.07
h014,2026-06-02,afternoon,103.75,107.1,1296.81
h014,2026-06-02,night,74.1,76.5,926.29
h015,2026-06-02,morning,147.89,132.0,1848.67
h015,2026-06-02,afternoon,129.41,115.5,1617.58
h015,2026-06-02,night,92.43,82.5,1155.42
h016,2026-06-02,morning,168.83,184.8,2110.42
h016,2026-06-02,afternoon,147.73,161.7,1846.61
h016,2026-06-02,night,105.52,115.5,1319.01
h017,2026-06-02,morning,109.41,108.0,1367.58
h017,2026-06-02,afternoon,95.73,94.5,1196.63
h017,2026-06-02,night,68.38,67.5,854.74
h018,2026-06-02,morning,153.16,136.8,1914.52
h018,2026-06-02,afternoon,134.02,119.7,1675.21
h018,2026-06-02,night,95.73,85.5,1196.58
h019,2026-06-02,morning,98.8,110.4,1235.05
h019,2026-06-02,afternoon,86.45,96.6,1080.67
h019,2026-06-02,night,61.75,69.0,771.91
h020,2026-06-02,morning,121.31,117.6,1516.33
h020,2026-06-02,afternoon,106.14,102.9,1326.79
h020,2026-06-02,night,75.82,73.5,947.71
h021,2026-06-02,morning,114.54,122.4,1431.8
h021,2026-06-02,afternoon,100.23,107.1,1252.83
h021,2026-06-02,night,71.59,76.5,894.88
h022,2026-06-02,morning,41.46,43.2,518.2
h022,2026-06-02,afternoon,36.27,37.8,453.42
h022,2026-06-02,night,25.91,27.0,323.87
h023,2026-06-02,morning,56.15,60.0,701.81
h023,2026-06-02,afternoon,49.13,52.5,614.09
h023,2026-06-02,night,35.09,37.5,438.63
h024,2026-06-02,morning,112.97,120.0,1412.18
h024,2026-06-02,afternoon,98.85,105.0,1235.65
h024,2026-06-02,night,70.61,75.0,882.61
h025,2026-06-02,morning,113.98,93.6,1424.77
h025,2026-06-02,afternoon,99.73,81.9,1246.67
h025,2026-06-02,night,71.24,58.5,890.48
h026,2026-06-02,morning,107.61,100.8,1345.12
h026,2026-06-02,afternoon,94.16,88.2,1176.98
h026,2026-06-02,night,67.26,63.0,840.7
h027,2026-06-02,morning,146.25,134.4,1828.07
h027,2026-06-02,afternoon,127.97,117.6,1599.56
h027,2026-06-02,night,91.4,84.0,1142.55
h028,2026-06-02,morning,99.78,96.0,1247.23
h028,2026-06-02,afternoon,87.31,84.0,1091.33
h028,2026-06-02,night,62.36,60.0,779.52
h029,2026-06-02,morning,52.29,60.0,653.62
h029,2026-06-02,afternoon,45.75,52.5,571.92
h029,2026-06-02,night,32.68,37.5,408.52
h030,2026-06-02,morning,128.74,124.8,1609.29
h030,2026-06-02,afternoon,112.65,109.2,1408.13
h030,2026-06-02,night,80.46,78.0,1005.81
h031,2026-06-02,morning,143.33,132.0,1791.63
h031,2026-06-02,afternoon,125.41,115.5,1567.67
h031,2026-06-02,night,89.58,82.5,1119.77
h032,2026-06-02,morning,84.97,91.2,1062.17
h032,2026-06-02,afternoon,74.35,79.8,929.4
h032,2026-06-02,night,53.11,57.0,663.86
h033,2026-06-02,morning,69.8,64.8,872.55
h033,2026-06-02,afternoon,61.08,56.7,763.48
h033,2026-06-02,night,43.63,40.5,545.35
h034,2026-06-02,morning,134.37,127.2,1679.59
h034,2026-06-02,afternoon,117.57,111.3,1469.64
h034,2026-06-02,night,83.98,79.5,1049.74
h035,2026-06-02,morning,187.38,163.2,2342.25
h035,2026-06-02,afternoon,163.96,142.8,2049.47
h035,2026-06-02,night,117.11,102.0,1463.91
h036,2026-06-02,morning,71.91,74.4,898.92
h036,2026-06-02,afternoon,62.92,65.1,786.55
h036,2026-06-02,night,44.95,46.5,561.82
h037,2026-06-02,morning,59.11,64.8,738.87
h037,2026-06-02,afternoon,51.72,56.7,646.52
h037,2026-06-02,night,36.94,40.5,461.8
h038,2026-06-02,morning,60.59,62.4,757.43
h038,2026-06-02,afternoon,53.02,54.6,662.76
h038,2026-06-02,night,37.87,39.0,473.4
h039,2026-06-02,morning,184.62,165.6,2307.73
h039,2026-06-02,afternoon,161.54,144.9,2019.26
h039,2026-06-02,night,115.39,103.5,1442.33
h040,2026-06-02,morning,79.91,93.6,998.86
h040,2026-06-02,afternoon,69.92,81.9,874.0
h040,2026-06-02,night,49.94,58.5,624.29
h041,2026-06-02,morning,78.11,93.6,976.4
h041,2026-06-02,afternoon,68.35,81.9,854.35
h041,2026-06-02,night,48.82,58.5,610.25
h042,2026-06-02,morning,113.61,112.8,1420.08
h042,2026-06-02,afternoon,99.41,98.7,1242.57
h042,2026-06-02,night,71.0,70.5,887.55
h043,2026-06-02,morning,131.96,136.8,1649.45
h043,2026-06-02,afternoon,115.46,119.7,1443.27
h043,2026-06-02,night,82.47,85.5,1030.91
h044,2026-06-02,morning,115.27,115.2,1440.89
h044,2026-06-02,afternoon,100.86,100.8,1260.78
h044,2026-06-02,night,72.04,72.0,900.56
h045,2026-06-02,morning,121.33,112.8,1516.63
h045,2026-06-02,afternoon,106.16,98.7,1327.05
h045,2026-06-02,night,75.83,70.5,947.89
h046,2026-06-02,morning,91.76,96.0,1146.95
h046,2026-06-02,afternoon,80.29,84.0,1003.58
h046,2026-06-02,night,57.35,60.0,716.85
h047,2026-06-02,morning,63.25,74.4,790.65
h047,2026-06-02,afternoon,55.35,65.1,691.82
h047,2026-06-02,night,39.53,46.5,494.16
h048,2026-06-02,morning,97.74,84.0,1221.74
h048,2026-06-02,afternoon,85.52,73.5,1069.02
h048,2026-06-02,night,61.09,52.5,763.59
h049,2026-06-02,morning,108.22,117.6,1352.73
h049,2026-06-02,afternoon,94.69,102.9,1183.64
h049,2026-06-02,night,67.64,73.5,845.45
h050,2026-06-02,morning,81.28,88.8,1015.96
h050,2026-06-02,afternoon,71.12,77.7,888.96
h050,2026-06-02,night,50.8,55.5,634.97
h001,2026-06-03,morning,161.94,148.8,2024.23
h001,2026-06-03,afternoon,141.7,130.2,1771.2
h001,2026-06-03,night,101.21,93.0,1265.15
h002,2026-06-03,morning,65.13,67.2,814.16
h002,2026-06-03,afternoon,56.99,58.8,712.39
h002,2026-06-03,night,40.71,42.0,508.85
h003,2026-06-03,morning,81.19,81.6,1014.83
h003,2026-06-03,afternoon,71.04,71.4,887.97
h003,2026-06-03,night,50.74,51.0,634.27
h004,2026-06-03,morning,89.74,86.4,1121.71
h004,2026-06-03,afternoon,78.52,75.6,981.5
h004,2026-06-03,night,56.09,54.0,701.07
h005,2026-06-03,morning,99.11,91.2,1238.82
h005,2026-06-03,afternoon,86.72,79.8,1083.97
h005,2026-06-03,night,61.94,57.0,774.26
h006,2026-06-03,morning,142.49,146.4,1781.18
h006,2026-06-03,afternoon,124.68,128.1,1558.53
h006,2026-06-03,night,89.06,91.5,1113.24
h007,2026-06-03,morning,91.52,81.6,1144.03
h007,2026-06-03,afternoon,80.08,71.4,1001.02
h007,2026-06-03,night,57.2,51.0,715.02
h008,2026-06-03,morning,73.63,88.8,920.34
h008,2026-06-03,afternoon,64.42,77.7,805.3
h008,2026-06-03,night,46.02,55.5,575.21
h009,2026-06-03,morning,106.93,100.8,1336.59
h009,2026-06-03,afternoon,93.56,88.2,1169.51
h009,2026-06-03,night,66.83,63.0,835.37
h010,2026-06-03,morning,82.84,88.8,1035.45
h010,2026-06-03,afternoon,72.48,77.7,906.02
h010,2026-06-03,night,51.77,55.5,647.16
h011,2026-06-03,morning,146.49,132.0,1831.14
h011,2026-06-03,afternoon,128.18,115.5,1602.25
h011,2026-06-03,night,91.56,82.5,1144.46
h012,2026-06-03,morning,84.95,84.0,1061.93
h012,2026-06-03,afternoon,74.34,73.5,929.19
h012,2026-06-03,night,53.1,52.5,663.71
h013,2026-06-03,morning,102.19,108.0,1277.33
h013,2026-06-03,afternoon,89.41,94.5,1117.66
h013,2026-06-03,night,63.87,67.5,798.33
h014,2026-06-03,morning,128.89,122.4,1611.13
h014,2026-06-03,afternoon,112.78,107.1,1409.74
h014,2026-06-03,night,80.56,76.5,1006.96
h015,2026-06-03,morning,138.86,129.6,1735.76
h015,2026-06-03,afternoon,121.5,113.4,1518.79
h015,2026-06-03,night,86.79,81.0,1084.85
h016,2026-06-03,morning,194.29,184.8,2428.62
h016,2026-06-03,afternoon,170.0,161.7,2125.04
h016,2026-06-03,night,121.43,115.5,1517.89
h017,2026-06-03,morning,99.1,108.0,1238.79
h017,2026-06-03,afternoon,86.72,94.5,1083.94
h017,2026-06-03,night,61.94,67.5,774.25
h018,2026-06-03,morning,131.5,136.8,1643.79
h018,2026-06-03,afternoon,115.07,119.7,1438.31
h018,2026-06-03,night,82.19,85.5,1027.37
h019,2026-06-03,morning,110.36,110.4,1379.55
h019,2026-06-03,afternoon,96.57,96.6,1207.11
h019,2026-06-03,night,68.98,69.0,862.22
h020,2026-06-03,morning,117.21,117.6,1465.15
h020,2026-06-03,afternoon,102.56,102.9,1282.0
h020,2026-06-03,night,73.26,73.5,915.72
h021,2026-06-03,morning,132.29,124.8,1653.57
h021,2026-06-03,afternoon,115.75,109.2,1446.87
h021,2026-06-03,night,82.68,78.0,1033.48
h022,2026-06-03,morning,36.24,43.2,452.96
h022,2026-06-03,afternoon,31.71,37.8,396.34
h022,2026-06-03,night,22.65,27.0,283.1
h023,2026-06-03,morning,59.14,57.6,739.26
h023,2026-06-03,afternoon,51.75,50.4,646.85
h023,2026-06-03,night,36.96,36.0,462.04
h024,2026-06-03,morning,117.22,120.0,1465.2
h024,2026-06-03,afternoon,102.56,105.0,1282.05
h024,2026-06-03,night,73.26,75.0,915.75
h025,2026-06-03,morning,85.08,91.2,1063.53
h025,2026-06-03,afternoon,74.45,79.8,930.59
h025,2026-06-03,night,53.18,57.0,664.71
h026,2026-06-03,morning,94.81,100.8,1185.16
h026,2026-06-03,afternoon,82.96,88.2,1037.01
h026,2026-06-03,night,59.26,63.0,740.72
h027,2026-06-03,morning,132.09,134.4,1651.17
h027,2026-06-03,afternoon,115.58,117.6,1444.77
h027,2026-06-03,night,82.56,84.0,1031.98
h028,2026-06-03,morning,68.34,96.0,854.3
h028,2026-06-03,afternoon,59.8,84.0,747.51
h028,2026-06-03,night,42.71,60.0,533.93
h029,2026-06-03,morning,56.63,60.0,707.92
h029,2026-06-03,afternoon,49.55,52.5,619.43
h029,2026-06-03,night,35.4,37.5,442.45
h030,2026-06-03,morning,116.06,124.8,1450.7
h030,2026-06-03,afternoon,101.55,109.2,1269.36
h030,2026-06-03,night,72.53,78.0,906.69
h031,2026-06-03,morning,135.12,129.6,1689.05
h031,2026-06-03,afternoon,118.23,113.4,1477.92
h031,2026-06-03,night,84.45,81.0,1055.66
h032,2026-06-03,morning,85.32,91.2,1066.54
h032,2026-06-03,afternoon,74.66,79.8,933.22
h032,2026-06-03,night,53.33,57.0,666.58
h033,2026-06-03,morning,63.68,64.8,796.06
h033,2026-06-03,afternoon,55.72,56.7,696.55
h033,2026-06-03,night,39.8,40.5,497.54
h034,2026-06-03,morning,142.89,127.2,1786.18
h034,2026-06-03,afternoon,125.03,111.3,1562.91
h034,2026-06-03,night,89.31,79.5,1116.36
h035,2026-06-03,morning,173.59,160.8,2169.89
h035,2026-06-03,afternoon,151.89,140.7,1898.66
h035,2026-06-03,night,108.49,100.5,1356.18
h036,2026-06-03,morning,79.77,74.4,997.13
h036,2026-06-03,afternoon,69.8,65.1,872.49
h036,2026-06-03,night,49.86,46.5,623.21
h037,2026-06-03,morning,62.21,64.8,777.61
h037,2026-06-03,afternoon,54.43,56.7,680.41
h037,2026-06-03,night,38.88,40.5,486.01
h038,2026-06-03,morning,65.11,62.4,813.89
h038,2026-06-03,afternoon,56.97,54.6,712.15
h038,2026-06-03,night,40.69,39.0,508.68
h039,2026-06-03,morning,162.5,165.6,2031.27
h039,2026-06-03,afternoon,142.19,144.9,1777.36
h039,2026-06-03,night,101.56,103.5,1269.54
h040,2026-06-03,morning,92.13,93.6,1151.65
h040,2026-06-03,afternoon,80.62,81.9,1007.69
h040,2026-06-03,night,57.58,58.5,719.78
h041,2026-06-03,morning,96.67,93.6,1208.35
h041,2026-06-03,afternoon,84.58,81.9,1057.3
h041,2026-06-03,night,60.42,58.5,755.22
h042,2026-06-03,morning,107.41,112.8,1342.66
h042,2026-06-03,afternoon,93.99,98.7,1174.83
h042,2026-06-03,night,67.13,70.5,839.16
h043,2026-06-03,morning,153.14,136.8,1914.24
h043,2026-06-03,afternoon,134.0,119.7,1674.96
h043,2026-06-03,night,95.71,85.5,1196.4
h044,2026-06-03,morning,113.72,115.2,1421.55
h044,2026-06-03,afternoon,99.51,100.8,1243.86
h044,2026-06-03,night,71.08,72.0,888.47
h045,2026-06-03,morning,118.38,112.8,1479.75
h045,2026-06-03,afternoon,103.58,98.7,1294.78
h045,2026-06-03,night,73.99,70.5,924.84
h046,2026-06-03,morning,107.18,96.0,1339.74
h046,2026-06-03,afternoon,93.78,84.0,1172.27
h046,2026-06-03,night,66.99,60.0,837.34
h047,2026-06-03,morning,80.54,74.4,1006.76
h047,2026-06-03,afternoon,70.47,65.1,880.91
h047,2026-06-03,night,50.34,46.5,629.22
h048,2026-06-03,morning,74.53,84.0,931.65
h048,2026-06-03,afternoon,65.22,73.5,815.19
h048,2026-06-03,night,46.58,52.5,582.28
h049,2026-06-03,morning,121.79,117.6,1522.32
h049,2026-06-03,afternoon,106.56,102.9,1332.03
h049,2026-06-03,night,76.12,73.5,951.45
h050,2026-06-03,morning,94.84,88.8,1185.54
h050,2026-06-03,afternoon,82.99,77.7,1037.35
h050,2026-06-03,night,59.28,55.5,740.96
h001,2026-06-04,morning,159.42,148.8,1992.71
h001,2026-06-04,afternoon,139.49,130.2,1743.62
h001,2026-06-04,night,99.64,93.0,1245.44
h002,2026-06-04,morning,61.21,67.2,765.19
h002,2026-06-04,afternoon,53.56,58.8,669.54
h002,2026-06-04,night,38.26,42.0,478.24
h003,2026-06-04,morning,77.31,81.6,966.39
h003,2026-06-04,afternoon,67.65,71.4,845.59
h003,2026-06-04,night,48.32,51.0,603.99
h004,2026-06-04,morning,93.27,86.4,1165.93
h004,2026-06-04,afternoon,81.62,75.6,1020.19
h004,2026-06-04,night,58.3,54.0,728.71
h005,2026-06-04,morning,85.64,91.2,1070.53
h005,2026-06-04,afternoon,74.94,79.8,936.71
h005,2026-06-04,night,53.53,57.0,669.08
h006,2026-06-04,morning,142.89,146.4,1786.12
h006,2026-06-04,afternoon,125.03,128.1,1562.86
h006,2026-06-04,night,89.31,91.5,1116.33
h007,2026-06-04,morning,91.89,81.6,1148.59
h007,2026-06-04,afternoon,80.4,71.4,1005.02
h007,2026-06-04,night,57.43,51.0,717.87
h008,2026-06-04,morning,88.46,88.8,1105.76
h008,2026-06-04,afternoon,77.4,77.7,967.54
h008,2026-06-04,night,55.29,55.5,691.1
h009,2026-06-04,morning,94.94,100.8,1186.74
h009,2026-06-04,afternoon,83.07,88.2,1038.4
h009,2026-06-04,night,59.34,63.0,741.71
h010,2026-06-04,morning,82.57,88.8,1032.07
h010,2026-06-04,afternoon,72.24,77.7,903.06
h010,2026-06-04,night,51.6,55.5,645.04
h011,2026-06-04,morning,135.51,132.0,1693.92
h011,2026-06-04,afternoon,118.57,115.5,1482.18
h011,2026-06-04,night,84.7,82.5,1058.7
h012,2026-06-04,morning,75.04,84.0,938.02
h012,2026-06-04,afternoon,65.66,73.5,820.76
h012,2026-06-04,night,46.9,52.5,586.26
h013,2026-06-04,morning,105.86,108.0,1323.29
h013,2026-06-04,afternoon,92.63,94.5,1157.88
h013,2026-06-04,night,66.16,67.5,827.05
h014,2026-06-04,morning,125.66,122.4,1570.79
h014,2026-06-04,afternoon,109.96,107.1,1374.44
h014,2026-06-04,night,78.54,76.5,981.74
h015,2026-06-04,morning,143.07,129.6,1788.37
h015,2026-06-04,afternoon,125.19,113.4,1564.82
h015,2026-06-04,night,89.42,81.0,1117.73
h016,2026-06-04,morning,194.67,184.8,2433.36
h016,2026-06-04,afternoon,170.34,161.7,2129.19
h016,2026-06-04,night,121.67,115.5,1520.85
h017,2026-06-04,morning,101.83,108.0,1272.88
h017,2026-06-04,afternoon,89.1,94.5,1113.77
h017,2026-06-04,night,63.64,67.5,795.55
h018,2026-06-04,morning,147.07,134.4,1838.38
h018,2026-06-04,afternoon,128.69,117.6,1608.58
h018,2026-06-04,night,91.92,84.0,1148.99
h019,2026-06-04,morning,107.75,110.4,1346.93
h019,2026-06-04,afternoon,94.29,96.6,1178.57
h019,2026-06-04,night,67.35,69.0,841.83
h020,2026-06-04,morning,105.97,117.6,1324.68
h020,2026-06-04,afternoon,92.73,102.9,1159.1
h020,2026-06-04,night,66.23,73.5,827.93
h021,2026-06-04,morning,123.08,124.8,1538.53
h021,2026-06-04,afternoon,107.7,109.2,1346.21
h021,2026-06-04,night,76.93,78.0,961.58
h022,2026-06-04,morning,48.17,43.2,602.13
h022,2026-06-04,afternoon,42.15,37.8,526.86
h022,2026-06-04,night,30.11,27.0,376.33
h023,2026-06-04,morning,58.36,57.6,729.52
h023,2026-06-04,afternoon,51.07,50.4,638.33
h023,2026-06-04,night,36.48,36.0,455.95
h024,2026-06-04,morning,120.12,120.0,1501.5
h024,2026-06-04,afternoon,105.11,105.0,1313.81
h024,2026-06-04,night,75.08,75.0,938.44
h025,2026-06-04,morning,103.15,91.2,1289.31
h025,2026-06-04,afternoon,90.25,79.8,1128.15
h025,2026-06-04,night,64.47,57.0,805.82
h026,2026-06-04,morning,89.26,100.8,1115.72
h026,2026-06-04,afternoon,78.1,88.2,976.25
h026,2026-06-04,night,55.79,63.0,697.32
h027,2026-06-04,morning,120.58,134.4,1507.22
h027,2026-06-04,afternoon,105.51,117.6,1318.81
h027,2026-06-04,night,75.36,84.0,942.01
h028,2026-06-04,morning,83.59,96.0,1044.88
h028,2026-06-04,afternoon,73.14,84.0,914.27
h028,2026-06-04,night,52.24,60.0,653.05
h029,2026-06-04,morning,61.79,60.0,772.36
h029,2026-06-04,afternoon,54.07,52.5,675.81
h029,2026-06-04,night,38.62,37.5,482.72
h030,2026-06-04,morning,126.46,124.8,1580.78
h030,2026-06-04,afternoon,110.65,109.2,1383.18
h030,2026-06-04,night,79.04,78.0,987.99
h031,2026-06-04,morning,145.6,129.6,1819.94
h031,2026-06-04,afternoon,127.4,113.4,1592.45
h031,2026-06-04,night,91.0,81.0,1137.46
h032,2026-06-04,morning,92.98,91.2,1162.2
h032,2026-06-04,afternoon,81.35,79.8,1016.93
h032,2026-06-04,night,58.11,57.0,726.38
h033,2026-06-04,morning,62.7,64.8,783.81
h033,2026-06-04,afternoon,54.87,56.7,685.83
h033,2026-06-04,night,39.19,40.5,489.88
h034,2026-06-04,morning,127.22,127.2,1590.23
h034,2026-06-04,afternoon,111.32,111.3,1391.45
h034,2026-06-04,night,79.51,79.5,993.89
h035,2026-06-04,morning,162.31,160.8,2028.93
h035,2026-06-04,afternoon,142.02,140.7,1775.31
h035,2026-06-04,night,101.45,100.5,1268.08
h036,2026-06-04,morning,64.45,74.4,805.62
h036,2026-06-04,afternoon,56.39,65.1,704.92
h036,2026-06-04,night,40.28,46.5,503.51
h037,2026-06-04,morning,78.85,64.8,985.63
h037,2026-06-04,afternoon,68.99,56.7,862.43
h037,2026-06-04,night,49.28,40.5,616.02
h038,2026-06-04,morning,65.0,62.4,812.44
h038,2026-06-04,afternoon,56.87,54.6,710.88
h038,2026-06-04,night,40.62,39.0,507.77
h039,2026-06-04,morning,168.38,165.6,2104.78
h039,2026-06-04,afternoon,147.33,144.9,1841.68
h039,2026-06-04,night,105.24,103.5,1315.49
h040,2026-06-04,morning,98.21,93.6,1227.58
h040,2026-06-04,afternoon,85.93,81.9,1074.13
h040,2026-06-04,night,61.38,58.5,767.24
h041,2026-06-04,morning,98.91,93.6,1236.4
h041,2026-06-04,afternoon,86.55,81.9,1081.85
h041,2026-06-04,night,61.82,58.5,772.75
h042,2026-06-04,morning,113.9,115.2,1423.81
h042,2026-06-04,afternoon,99.67,100.8,1245.83
h042,2026-06-04,night,71.19,72.0,889.88
h043,2026-06-04,morning,129.89,136.8,1623.65
h043,2026-06-04,afternoon,113.66,119.7,1420.69
h043,2026-06-04,night,81.18,85.5,1014.78
h044,2026-06-04,morning,120.72,115.2,1509.06
h044,2026-06-04,afternoon,105.63,100.8,1320.42
h044,2026-06-04,night,75.45,72.0,943.16
h045,2026-06-04,morning,116.28,112.8,1453.51
h045,2026-06-04,afternoon,101.75,98.7,1271.82
h045,2026-06-04,night,72.68,70.5,908.44
h046,2026-06-04,morning,89.78,96.0,1122.25
h046,2026-06-04,afternoon,78.56,84.0,981.97
h046,2026-06-04,night,56.11,60.0,701.41
h047,2026-06-04,morning,82.85,74.4,1035.58
h047,2026-06-04,afternoon,72.49,65.1,906.13
h047,2026-06-04,night,51.78,46.5,647.24
h048,2026-06-04,morning,85.97,84.0,1074.64
h048,2026-06-04,afternoon,75.22,73.5,940.31
h048,2026-06-04,night,53.73,52.5,671.65
h049,2026-06-04,morning,124.47,117.6,1555.83
h049,2026-06-04,afternoon,108.91,102.9,1361.35
h049,2026-06-04,night,77.79,73.5,972.39
h050,2026-06-04,morning,98.69,88.8,1233.6
h050,2026-06-04,afternoon,86.35,77.7,1079.4
h050,2026-06-04,night,61.68,55.5,771.0
h001,2026-06-05,morning,149.06,148.8,1863.26
h001,2026-06-05,afternoon,130.43,130.2,1630.35
h001,2026-06-05,night,93.16,93.0,1164.54
h002,2026-06-05,morning,68.9,67.2,861.3
h002,2026-06-05,afternoon,60.29,58.8,753.64
h002,2026-06-05,night,43.06,42.0,538.31
h003,2026-06-05,morning,84.33,79.2,1054.15
h003,2026-06-05,afternoon,73.79,69.3,922.38
h003,2026-06-05,night,52.71,49.5,658.85
h004,2026-06-05,morning,79.13,84.0,989.11
h004,2026-06-05,afternoon,69.24,73.5,865.47
h004,2026-06-05,night,49.46,52.5,618.19
h005,2026-06-05,morning,91.59,91.2,1144.93
h005,2026-06-05,afternoon,80.15,79.8,1001.81
h005,2026-06-05,night,57.25,57.0,715.58
h006,2026-06-05,morning,147.87,146.4,1848.38
h006,2026-06-05,afternoon,129.39,128.1,1617.33
h006,2026-06-05,night,92.42,91.5,1155.24
h007,2026-06-05,morning,75.36,81.6,941.99
h007,2026-06-05,afternoon,65.94,71.4,824.24
h007,2026-06-05,night,47.1,51.0,588.74
h008,2026-06-05,morning,105.26,88.8,1315.81
h008,2026-06-05,afternoon,92.11,77.7,1151.33
h008,2026-06-05,night,65.79,55.5,822.38
h009,2026-06-05,morning,89.45,100.8,1118.14
h009,2026-06-05,afternoon,78.27,88.2,978.38
h009,2026-06-05,night,55.91,63.0,698.84
h010,2026-06-05,morning,79.58,88.8,994.73
h010,2026-06-05,afternoon,69.63,77.7,870.39
h010,2026-06-05,night,49.74,55.5,621.71
h011,2026-06-05,morning,145.88,132.0,1823.48
h011,2026-06-05,afternoon,127.64,115.5,1595.54
h011,2026-06-05,night,91.17,82.5,1139.67
h012,2026-06-05,morning,88.79,84.0,1109.91
h012,2026-06-05,afternoon,77.69,73.5,971.18
h012,2026-06-05,night,55.5,52.5,693.7
h013,2026-06-05,morning,99.14,108.0,1239.2
h013,2026-06-05,afternoon,86.74,94.5,1084.3
h013,2026-06-05,night,61.96,67.5,774.5
h014,2026-06-05,morning,128.35,122.4,1604.33
h014,2026-06-05,afternoon,112.3,107.1,1403.79
h014,2026-06-05,night,80.22,76.5,1002.71
h015,2026-06-05,morning,147.5,132.0,1843.76
h015,2026-06-05,afternoon,129.06,115.5,1613.29
h015,2026-06-05,night,92.19,82.5,1152.35
h016,2026-06-05,morning,184.35,184.8,2304.41
h016,2026-06-05,afternoon,161.31,161.7,2016.36
h016,2026-06-05,night,115.22,115.5,1440.25
h017,2026-06-05,morning,130.45,108.0,1630.67
h017,2026-06-05,afternoon,114.15,94.5,1426.84
h017,2026-06-05,night,81.53,67.5,1019.17
h018,2026-06-05,morning,115.86,134.4,1448.29
h018,2026-06-05,afternoon,101.38,117.6,1267.25
h018,2026-06-05,night,72.41,84.0,905.18
h019,2026-06-05,morning,116.53,110.4,1456.6
h019,2026-06-05,afternoon,101.96,96.6,1274.52
h019,2026-06-05,night,72.83,69.0,910.37
h020,2026-06-05,morning,131.2,120.0,1639.98
h020,2026-06-05,afternoon,114.8,105.0,1434.99
h020,2026-06-05,night,82.0,75.0,1024.99
h021,2026-06-05,morning,133.7,124.8,1671.24
h021,2026-06-05,afternoon,116.99,109.2,1462.33
h021,2026-06-05,night,83.56,78.0,1044.52
h022,2026-06-05,morning,42.49,43.2,531.17
h022,2026-06-05,afternoon,37.18,37.8,464.78
h022,2026-06-05,night,26.56,27.0,331.98
h023,2026-06-05,morning,58.61,60.0,732.57
h023,2026-06-05,afternoon,51.28,52.5,641.0
